"npi","zip","fipscounty","drug_name","generic_name","total_day_supply","total_claim_count"
1649207416,"38375","47109",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,354,16
1174066104,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,354,137
1083610547,"37055","47043",TRAMADOL HCL,TRAMADOL HCL,354,12
1306385927,"37934","47093",TRAMADOL HCL,TRAMADOL HCL,354,14
1871961755,"38501","47141",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,354,17
1831642776,"37110","47177",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,354,15
1114128725,"37922","47093",MORPHINE SULFATE ER,MORPHINE SULFATE,354,26
1881655066,"37774","47105",MORPHINE SULFATE,MORPHINE SULFATE,354,22
1750417242,"37748","47145",OXYCODONE HCL,OXYCODONE HCL,354,13
1487636189,"37760","47089",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,354,19
1164524534,"37830","47001",OXYCODONE HCL,OXYCODONE HCL,354,24
1932216413,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,354,34
1942286935,"37922","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,96
1245537752,"38305","47113",TRAMADOL HCL,TRAMADOL HCL,353,13
1952424095,"37129","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,353,60
1548569700,"38001","47033",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,16
1639160120,"37043","47125",METHADONE HCL,METHADONE HCL,353,12
1871582007,"38201","47017",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,42
1881699700,"38501","47141",OXYCODONE HCL,OXYCODONE HCL,353,12
1982666012,"38555","47035",OXYCODONE HCL,OXYCODONE HCL,353,13
1417198540,"37403","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,21
1295124618,"37321","47143",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,353,13
1689660375,"38017","47157",TRAMADOL HCL,TRAMADOL HCL,353,62
1629058045,"37615","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,38
1720261365,"37403","47065",OXYCODONE HCL,OXYCODONE HCL,353,15
1811220130,"37072","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,14
1730465196,"38375","47109",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,353,17
1457388985,"38372","47071",MORPHINE SULFATE ER,MORPHINE SULFATE,353,12
1598753758,"37076","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,36
1639143258,"37766","47013",OXYCODONE HCL,OXYCODONE HCL,353,12
1578558607,"38008","47069",TRAMADOL HCL,TRAMADOL HCL,353,14
1013904341,"37185","47085",HYDROMORPHONE HCL,HYDROMORPHONE HCL,353,29
1144223256,"38120","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,78
1760433288,"37317","47139",TRAMADOL HCL,TRAMADOL HCL,353,13
1841427374,"37403","47065",TRAMADOL HCL,TRAMADOL HCL,353,69
1932185105,"37403","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,353,38
1831621952,"38018","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,353,12
1134185242,"37660","47163",OXYCODONE HCL,OXYCODONE HCL,352,13
1992725105,"37043","47125",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,352,13
1457514614,"38382","47053",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,352,20
1639179708,"37849","47093",OXYCODONE HCL,OXYCODONE HCL,352,21
1215922216,"38305","47113",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,352,21
1942355748,"37027","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,352,17
1467583021,"38012","47075",METHADONE HCL,METHADONE HCL,352,12
1598785636,"37923","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,352,50
1518993567,"38310","47109",HYDROMORPHONE HCL,HYDROMORPHONE HCL,352,12
1700820123,"37909","47093",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,352,15
1396713715,"37067","47187",TRAMADOL HCL,TRAMADOL HCL,352,34
1366494668,"38018","47157",OXYCODONE HCL,OXYCODONE HCL,352,18
1306821947,"37343","47065",HYDROCODONE-IBUPROFEN,HYDROCODONE/IBUPROFEN,352,12
1679573372,"37920","47093",FENTANYL,FENTANYL,352,13
1215206925,"37130","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,352,11
1649654385,"37874","47123",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,352,14
1669898433,"37919","47093",FENTANYL,FENTANYL,352,12
1972892354,"37388","47031",HYDROMORPHONE HCL,HYDROMORPHONE HCL,352,39
1255575270,"37404","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,352,19
1740634526,"37403","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,352,14
1518363340,"37015","47021",OXYCODONE HCL,OXYCODONE HCL,352,13
1962500819,"37919","47093",OXYCODONE HCL,OXYCODONE HCL,352,17
1154332591,"38555","47035",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,352,16
1952705501,"37013","47037",MORPHINE SULFATE,MORPHINE SULFATE,352,14
1497791602,"37203","47037",OXYCODONE HCL,OXYCODONE HCL,352,15
1003865536,"37416","47065",OXYCODONE HCL,OXYCODONE HCL,352,13
1760520159,"37659","47179",OXYCODONE HCL,OXYCODONE HCL,352,15
1053312199,"38053","47157",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,352,13
1881640514,"37814","47063",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,62
1306896519,"37232","47037",OXYCODONE HCL,OXYCODONE HCL,351,17
1437240504,"37404","47065",TRAMADOL HCL ER,TRAMADOL HCL,351,13
1164963641,"37920","47093",OXYCODONE HCL,OXYCODONE HCL,351,22
1134361751,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,351,57
1184734030,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,351,18
1871659359,"37311","47011",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,351,83
1457352577,"38024","47045",OXYCODONE HCL,OXYCODONE HCL,351,31
1932289535,"37129","47149",TRAMADOL HCL,TRAMADOL HCL,351,28
1346233020,"37620","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,14
1073557492,"37862","47155",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,37
1659676906,"38340","47023",MORPHINE SULFATE ER,MORPHINE SULFATE,351,12
1386686137,"37205","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,13
1174501597,"38485","47181",NUCYNTA ER,TAPENTADOL HCL,351,12
1457471641,"38401","47119",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,13
1255358982,"37849","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,67
1396753356,"37067","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,46
1720282205,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,13
1205827987,"37069","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,351,22
1396941449,"38120","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,20
1629143953,"38112","47157",OXYCODONE HCL,OXYCODONE HCL,350,15
1144360785,"38242","47079",TRAMADOL HCL,TRAMADOL HCL,350,17
1104811249,"38301","47113",BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,350,12
1104971308,"38555","47035",TRAMADOL HCL,TRAMADOL HCL,350,12
1225023914,"37203","47037",OXYCODONE HCL,OXYCODONE HCL,350,13
1134194285,"37377","47065",ENDOCET,OXYCODONE HCL/ACETAMINOPHEN,350,12
1194767376,"37404","47065",MORPHINE SULFATE,MORPHINE SULFATE,350,12
1801892765,"37620","47163",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,350,11
1194713560,"37421","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,24
1285617332,"37232","47037",HYDROMORPHONE HCL,HYDROMORPHONE HCL,350,12
1588836472,"37745","47059",FENTANYL,FENTANYL,350,12
1285999433,"38344","47017",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,350,12
1750386819,"37303","47107",OXYMORPHONE HCL,OXYMORPHONE HCL,350,12
1760478192,"37203","47037",TRAMADOL HCL,TRAMADOL HCL,350,18
1053362426,"38351","47077",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,350,20
1811900095,"38401","47119",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,27
1588606636,"37421","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,15
1043666597,"38305","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,14
1750492310,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,66
1235120262,"38351","47077",OXYCODONE HCL,OXYCODONE HCL,350,12
1942206776,"37760","47089",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,350,13
1972585123,"37129","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,350,61
1811431885,"37160","47003",OXYCODONE HCL,OXYCODONE HCL,350,12
1407859796,"37660","47163",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,350,12
1285098921,"38111","47157",TRAMADOL HCL,TRAMADOL HCL,350,17
1588045132,"38501","47141",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,350,12
1659307890,"37421","47065",HYDROCODONE-IBUPROFEN,HYDROCODONE/IBUPROFEN,350,12
1720069578,"37404","47065",ENDOCET,OXYCODONE HCL/ACETAMINOPHEN,350,12
1710285606,"38138","47157",TRAMADOL HCL,TRAMADOL HCL,350,13
1730145285,"37128","47149",OXYMORPHONE HCL ER,OXYMORPHONE HCL,350,12
1376754192,"38372","47071",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,350,63
1528155660,"37232","47037",OXYCONTIN,OXYCODONE HCL,350,13
1437188273,"38138","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,349,23
1982930301,"37067","47187",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,349,19
1730404377,"38104","47157",TRAMADOL HCL,TRAMADOL HCL,349,25
1427041003,"38464","47099",FENTANYL,FENTANYL,349,16
1114966355,"37167","47149",MORPHINE SULFATE,MORPHINE SULFATE,349,13
1891836920,"37076","47037",TRAMADOL HCL,TRAMADOL HCL,349,21
1538172697,"38230","47183",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,349,13
1306131891,"37013","47037",OPANA ER,OXYMORPHONE HCL,349,13
1538527411,"38401","47119",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,349,52
1154601508,"37743","47059",TRAMADOL HCL,TRAMADOL HCL,349,18
1700810371,"37066","47165",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,349,22
1710955315,"37830","47001",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,349,49
1194135558,"37920","47093",OXYCODONE HCL,OXYCODONE HCL,349,23
1073805685,"37043","47125",TRAMADOL HCL,TRAMADOL HCL,349,23
1700853520,"38104","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,349,184
1588690697,"37923","47093",OPANA ER,OXYMORPHONE HCL,349,12
1871589473,"37030","47159",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,349,18
1417218447,"37660","47163",OXYCODONE HCL,OXYCODONE HCL,349,32
1245610880,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,348,30
1629068994,"38501","47141",TRAMADOL HCL,TRAMADOL HCL,348,13
1295778330,"38120","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,348,20
1629094438,"37075","47165",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,348,20
1942206776,"37760","47089",TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,348,12
1104343318,"37091","47117",TRAMADOL HCL,TRAMADOL HCL,348,13
1952353054,"37076","47037",OXYCONTIN,OXYCODONE HCL,348,12
1134521792,"37203","47037",OPANA ER,OXYMORPHONE HCL,348,12
1740523620,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,348,14
1568701662,"37215","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,348,21
1225089550,"37934","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,348,76
1699930859,"37620","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,348,33
1306814520,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,348,100
1801826417,"37760","47089",TRAMADOL HCL,TRAMADOL HCL,348,25
1912918491,"38382","47053",FENTANYL,FENTANYL,348,14
1881037174,"37919","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,348,73
1194099911,"37404","47065",OXYCODONE HCL,OXYCODONE HCL,348,42
1477726487,"38305","47113",BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,348,22
1942373808,"38343","47053",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,348,123
1134599715,"37412","47065",FENTANYL,FENTANYL,348,23
1396970331,"37013","47037",OXYCONTIN,OXYCODONE HCL,348,13
1467609131,"37355","47031",TRAMADOL HCL,TRAMADOL HCL,348,14
1467744680,"37862","47155",OXYCONTIN,OXYCODONE HCL,348,14
1417005711,"38104","47157",TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,348,13
1932196946,"37211","47037",TRAMADOL HCL,TRAMADOL HCL,348,12
1669657763,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,348,13
1952795361,"37804","47009",OXYCODONE HCL,OXYCODONE HCL,348,15
1124058276,"38305","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,71
1902223266,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,16
1821020587,"38133","47157",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,347,13
1740326495,"37186","47165",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,347,23
1396941449,"38120","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,347,18
1689818155,"38116","47157",TRAMADOL HCL,TRAMADOL HCL,347,22
1548208325,"37923","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,14
1649601253,"37228","47037",OXYCODONE HCL,OXYCODONE HCL,347,15
1316034424,"37232","47037",MORPHINE SULFATE,MORPHINE SULFATE,347,11
1013176023,"37804","47009",OXYCODONE HCL,OXYCODONE HCL,347,13
1861639031,"38474","47119",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,347,13
1457459562,"37398","47051",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,26
1477535409,"37129","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,62
1811307036,"37083","47111",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,347,16
1124423777,"37813","47063",NUCYNTA,TAPENTADOL HCL,347,13
1477554632,"37920","47093",MORPHINE SULFATE,MORPHINE SULFATE,347,13
1164582862,"37660","47163",OXYMORPHONE HCL ER,OXYMORPHONE HCL,347,13
1356781124,"37877","47063",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,15
1558545780,"38358","47053",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,55
1144221391,"37110","47177",FENTANYL,FENTANYL,347,23
1174729735,"38019","47167",BUTRANS,BUPRENORPHINE,347,12
1831201292,"38068","47047",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,347,23
1891960779,"37232","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,347,16
1144297946,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,347,21
1265959316,"37601","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,13
1063702538,"38301","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,346,77
1104815091,"38114","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,138
1912906421,"38024","47045",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,17
1477540169,"38138","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,346,17
1821491929,"37115","47037",OXYCONTIN,OXYCODONE HCL,346,13
1326044298,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,36
1477661577,"37849","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,75
1740294321,"37743","47059",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,346,24
1477548410,"38133","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,61
1144618133,"37075","47165",OXYMORPHONE HCL ER,OXYMORPHONE HCL,346,12
1124422266,"37760","47089",OPANA ER,OXYMORPHONE HCL,346,13
1689668790,"38501","47141",OXYCODONE HCL,OXYCODONE HCL,346,40
1366760225,"38128","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,346,34
1336506153,"37830","47001",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,346,15
1265983357,"37232","47037",TRAMADOL HCL,TRAMADOL HCL,345,41
1265431035,"37312","47011",ENDOCET,OXYCODONE HCL/ACETAMINOPHEN,345,12
1184889115,"37620","47163",ENDOCET,OXYCODONE HCL/ACETAMINOPHEN,345,12
1801826417,"37760","47089",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,20
1801059332,"38501","47141",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,345,14
1053791616,"38134","47157",FENTANYL,FENTANYL,345,12
1255309878,"38401","47119",FENTANYL,FENTANYL,345,12
1437123528,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,13
1346676475,"37130","47149",TRAMADOL HCL,TRAMADOL HCL,345,18
1205827565,"37055","47043",MORPHINE SULFATE,MORPHINE SULFATE,345,12
1659380228,"37772","47105",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,15
1477593218,"37743","47059",TRAMADOL HCL,TRAMADOL HCL,345,12
1104993773,"38120","47157",MORPHINE SULFATE ER,MORPHINE SULFATE,345,11
1356456149,"37311","47011",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,20
1154392918,"37129","47149",TRAMADOL HCL ER,TRAMADOL HCL,345,12
1881060168,"37909","47093",FENTANYL,FENTANYL,345,12
1750381364,"37601","47179",HYDROMORPHONE HCL,HYDROMORPHONE HCL,345,17
1760414635,"37814","47063",BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,345,24
1558372862,"38555","47035",MORPHINE SULFATE,MORPHINE SULFATE,345,13
1417901794,"38369","47053",METHADONE HCL,METHADONE HCL,345,23
1003216623,"37404","47065",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,345,12
1184619124,"37030","47159",FENTANYL,FENTANYL,345,19
1619254141,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,12
1588777445,"37027","47187",MORPHINE SULFATE,MORPHINE SULFATE,345,12
1740487305,"37043","47125",FENTANYL,FENTANYL,345,12
1306197496,"37920","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,43
1487881041,"37232","47037",FENTANYL,FENTANYL,345,12
1205886595,"38133","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,76
1558366963,"37857","47073",TRAMADOL HCL,TRAMADOL HCL,345,12
1891915047,"38555","47035",NUCYNTA ER,TAPENTADOL HCL,345,12
1134247570,"37129","47149",TRAMADOL HCL,TRAMADOL HCL,345,16
1861474967,"37830","47001",FENTANYL,FENTANYL,345,12
1871650424,"37027","47187",MORPHINE SULFATE,MORPHINE SULFATE,345,12
1447709845,"37321","47143",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,20
1124240098,"37167","47149",ULTRAM,TRAMADOL HCL,345,15
1265756050,"37209","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,16
1073668604,"37916","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,33
1144312521,"38201","47017",TRAMADOL HCL,TRAMADOL HCL,345,54
1417920240,"37916","47093",BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,345,16
1740411313,"37620","47163",NUCYNTA ER,TAPENTADOL HCL,345,12
1124067533,"37205","47037",FENTANYL,FENTANYL,345,12
1376715136,"38501","47141",BELBUCA,BUPRENORPHINE HCL,345,12
1982684361,"37303","47107",FENTANYL,FENTANYL,345,12
1982751772,"37203","47037",TRAMADOL HCL,TRAMADOL HCL,345,21
1437240603,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,12
1194743914,"37203","47037",OXYCODONE HCL,OXYCODONE HCL,345,12
1063452902,"37205","47037",OXYCONTIN,OXYCODONE HCL,345,12
1215983069,"37922","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,19
1497721526,"37067","47187",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,102
1811321615,"38372","47071",FENTANYL,FENTANYL,345,22
1003901646,"37919","47093",HYDROMORPHONE ER,HYDROMORPHONE HCL,345,12
1508091034,"37620","47163",OXYCODONE HCL,OXYCODONE HCL,345,13
1396749750,"37074","47169",TRAMADOL HCL,TRAMADOL HCL,345,12
1891887659,"38474","47119",MORPHINE SULFATE ER,MORPHINE SULFATE,345,12
1831553833,"37091","47117",HYDROMORPHONE HCL,HYDROMORPHONE HCL,345,14
1336377837,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,345,12
1841616489,"38119","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,34
1316086606,"37841","47151",FENTANYL,FENTANYL,345,13
1891721379,"37804","47009",OXYCONTIN,OXYCODONE HCL,345,12
1710963525,"37215","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,345,12
1003807355,"37601","47179",OXYCONTIN,OXYCODONE HCL,345,12
1104856384,"38301","47113",MORPHINE SULFATE ER,MORPHINE SULFATE,345,12
1811287204,"37075","47165",FENTANYL,FENTANYL,345,12
1386035210,"37388","47031",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,345,12
1427066489,"37211","47037",MORPHINE SULFATE ER,MORPHINE SULFATE,345,14
1861487399,"37343","47065",OXYCODONE HCL,OXYCODONE HCL,345,12
1174512974,"38583","47185",MORPHINE SULFATE ER,MORPHINE SULFATE,345,12
1912957937,"37643","47019",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,345,12
1578692695,"37129","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,344,17
1760425748,"37075","47165",ENDOCET,OXYCODONE HCL/ACETAMINOPHEN,344,13
1700272473,"38301","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,13
1316934813,"37067","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,46
1366786428,"38401","47119",TRAMADOL HCL,TRAMADOL HCL,344,16
1154615631,"37701","47009",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,21
1285805150,"38103","47157",TRAMADOL HCL,TRAMADOL HCL,344,22
1548670557,"37804","47009",FENTANYL,FENTANYL,344,26
1184867541,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,12
1467691006,"37203","47037",OXYCODONE HCL,OXYCODONE HCL,344,12
1992747661,"37922","47093",TRAMADOL HCL,TRAMADOL HCL,344,15
1447660493,"38570","47133",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,344,13
1861883639,"37129","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,344,19
1144670845,"37771","47105",MORPHINE SULFATE ER,MORPHINE SULFATE,344,12
1265586259,"37398","47051",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,344,13
1376847129,"37725","47089",OPANA ER,OXYMORPHONE HCL,344,12
1518143551,"37232","47037",OXYCODONE HCL,OXYCODONE HCL,344,13
1447796214,"37404","47065",NUCYNTA,TAPENTADOL HCL,344,12
1588655153,"37203","47037",MORPHINE SULFATE ER,MORPHINE SULFATE,344,12
1437206323,"37067","47187",MORPHINE SULFATE ER,MORPHINE SULFATE,344,12
1497067045,"37919","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,19
1821069501,"37172","47147",TRAMADOL HCL,TRAMADOL HCL,344,16
1669440822,"38138","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,344,22
1013957976,"37205","47037",OXYCONTIN,OXYCODONE HCL,344,12
1083841993,"37232","47037",OXYCONTIN,OXYCODONE HCL,344,12
1710905989,"38261","47131",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,106
1689974420,"37207","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,344,18
